Product Name,Product URL,Brand,Sale Price,Mrp,Discount Percentage,Number Of Ratings,Number Of Reviews,Upc,Star Rating,Ram
"SAMSUNG Galaxy J6 (Black, 32 GB)",https://www.flipkart.com/samsung-galaxy-j6-black-32-gb/p/itmf5bkhmazzymgm?pid=MOBF5BKHSYMVYE3A,SAMSUNG,12990,12990,0,15781,1601,MOBF5BKHSYMVYE3A,4.4,3 GB
"SAMSUNG Galaxy J6 (Blue, 64 GB)",https://www.flipkart.com/samsung-galaxy-j6-blue-64-gb/p/itmf5bkhbshehpg9?pid=MOBF5BKHVHFGWYHB,SAMSUNG,9490,17108,44,42071,2533,MOBF5BKHVHFGWYHB,4.5,4 GB
"SAMSUNG Galaxy J6 (Gold, 32 GB)",https://www.flipkart.com/samsung-galaxy-j6-gold-32-gb/p/itmf5bkhzp38kfjx?pid=MOBF5BKHX5GKHFW6,SAMSUNG,12990,12990,0,15781,1601,MOBF5BKHX5GKHFW6,4.4,3 GB
"SAMSUNG Galaxy J6 (Blue, 32 GB)",https://www.flipkart.com/samsung-galaxy-j6-blue-32-gb/p/itmf5bkhm5zpvcq3?pid=MOBF5BKHYMMYEWN8,SAMSUNG,12990,12990,0,15781,1601,MOBF5BKHYMMYEWN8,4.4,3 GB
"ASUS ZenFone 5Z (Midnight Blue, 128 GB)",https://www.flipkart.com/asus-zenfone-5z-midnight-blue-128-gb/p/itmf5g47reyumstg?pid=MOBF5G47CSQGGRCX,ASUS,36299,36299,0,21993,4656,MOBF5G47CSQGGRCX,4.5,6 GB
"ViVO X21 (Black, 128 GB)",https://www.flipkart.com/vivo-x21-black-128-gb/p/itmf5g4jncexzfgt?pid=MOBF5G4JFCYRDQZB,ViVO,36990,36990,0,1910,290,MOBF5G4JFCYRDQZB,4.3,6 GB
"YUHO O1 (Onyx Black, 16 GB)",https://www.flipkart.com/yuho-o1-onyx-black-16-gb/p/itmf5pw5bfuyjkkn?pid=MOBF5PW5HZSHDHGA,YUHO,5999,5999,0,4,0,MOBF5PW5HZSHDHGA,3.3,2 GB
"SAMSUNG Galaxy J4 (Gold, 16 GB)",https://www.flipkart.com/samsung-galaxy-j4-gold-16-gb/p/itmf5scxg3epshgn?pid=MOBF5PZHAVHBUVNX,SAMSUNG,9500,9500,0,3058,328,MOBF5PZHAVHBUVNX,4.3,2 GB
"SAMSUNG Galaxy J4 (Black, 16 GB)",https://www.flipkart.com/samsung-galaxy-j4-black-16-gb/p/itmf5scxzypakdz5?pid=MOBF5PZHGU4MWFEV,SAMSUNG,9999,9999,0,3058,328,MOBF5PZHGU4MWFEV,4.3,2 GB
"SAMSUNG Galaxy J4 (Blue, 16 GB)",https://www.flipkart.com/samsung-galaxy-j4-blue-16-gb/p/itmf5scx78ghsqzg?pid=MOBF5PZHU3AWSMYS,SAMSUNG,9500,9500,0,3058,328,MOBF5PZHU3AWSMYS,4.3,2 GB
"ViVO Y83 (Gold, 32 GB)",https://www.flipkart.com/vivo-y83-gold-32-gb/p/itmfeufpkzjfzwch?pid=MOBF5Q2FHGBZBHAG,ViVO,13900,13900,0,11112,1232,MOBF5Q2FHGBZBHAG,4.4,4 GB
"ViVO Y83 (Black, 32 GB)",https://www.flipkart.com/vivo-y83-black-32-gb/p/itmf5q2fdvzcr4wr?pid=MOBF5Q2FN6ZCBXMS,ViVO,13900,13900,0,11112,1232,MOBF5Q2FN6ZCBXMS,4.4,4 GB
"ViVO V9 (Sapphire Blue, 64 GB)",https://www.flipkart.com/vivo-v9-sapphire-blue-64-gb/p/itmf3tfnpgcm6zkr?pid=MOBF5Q2QBQUU62HN,ViVO,23990,23990,0,90578,9644,MOBF5Q2QBQUU62HN,4.5,4 GB
"Moto G6 (Indigo Black, 64 GB)",https://www.flipkart.com/moto-g6-indigo-black-64-gb/p/itmf5wxe8ahnzkqz?pid=MOBF5Y2FGFTCPTWA,Motorola,14999,14999,0,3398,311,MOBF5Y2FGFTCPTWA,4.2,4 GB
"Tecno Camon I Air (Champagne Gold, 16 GB)",https://www.flipkart.com/tecno-camon-air-champagne-gold-16-gb/p/itmf5ykztxbs7gfp?pid=MOBF5YKZG7H8WRGG,Tecno,7996,7999,0,170,13,MOBF5YKZG7H8WRGG,4.2,2 GB
"Nokia 6.1 (Gold, Blue, 64 GB)",https://www.flipkart.com/nokia-6-1-gold-blue-64-gb/p/itmfhwwxzxqmrtgk?pid=MOBF5ZUXHQMYPYMG,Nokia,18300,18300,0,14270,1504,MOBF5ZUXHQMYPYMG,4,4 GB
"SAMSUNG Galaxy J4 (Black, 32 GB)",https://www.flipkart.com/samsung-galaxy-j4-black-32-gb/p/itmf6fgzzxg2e2hk?pid=MOBF649RGYKVV88N,SAMSUNG,10990,10990,0,336,31,MOBF649RGYKVV88N,4.2,3 GB
"SAMSUNG Galaxy J4 (Blue, 32 GB)",https://www.flipkart.com/samsung-galaxy-j4-blue-32-gb/p/itmf64a4tpzecxus?pid=MOBF649RJHMTCNRV,SAMSUNG,13023,13023,0,336,31,MOBF649RJHMTCNRV,4.2,3 GB
"SAMSUNG Galaxy J4 (Gold, 32 GB)",https://www.flipkart.com/samsung-galaxy-j4-gold-32-gb/p/itmf6fgzxgdnmu95?pid=MOBF649RZ6HT9ZQU,SAMSUNG,10990,10990,0,336,31,MOBF649RZ6HT9ZQU,4.2,3 GB
"Itel A44 Pro (Black, 16 GB)",https://www.flipkart.com/itel-a44-pro-black-16-gb/p/itmf64f4hqjt8mct?pid=MOBF64A54PPYMWN6,Itel,6000,7199,16,181,14,MOBF64A54PPYMWN6,4.2,2 GB
"SAMSUNG Galaxy J8 (Blue, 64 GB)",https://www.flipkart.com/samsung-galaxy-j8-blue-64-gb/p/itmf6uvfxrzyq7af?pid=MOBF6GZT38FAD4X5,SAMSUNG,18990,18990,0,19387,1962,MOBF6GZT38FAD4X5,4.4,4 GB
"SAMSUNG Galaxy J8 (Black, 64 GB)",https://www.flipkart.com/samsung-galaxy-j8-black-64-gb/p/itmf6gzusrgpzcf4?pid=MOBF6GZTM8BDQZGG,SAMSUNG,19500,19500,0,19387,1962,MOBF6GZTM8BDQZGG,4.4,4 GB
"SAMSUNG Galaxy J8 (Gold, 64 GB)",https://www.flipkart.com/samsung-galaxy-j8-gold-64-gb/p/itmf6uvfmyuc8eys?pid=MOBF6GZTRMVDUVSJ,SAMSUNG,19500,19500,0,19387,1962,MOBF6GZTRMVDUVSJ,4.4,4 GB
"Moto E5 (Grey/Flash Gray, 16 GB)",https://www.flipkart.com/moto-e5-grey-flash-gray-16-gb/p/itmf6nfxhunmrhfb?pid=MOBF6N69FTFY8TAW,Motorola,12000,12000,0,2826,270,MOBF6N69FTFY8TAW,4.3,2 GB
"Honor 9N (Sapphire Blue, 128 GB)",https://www.flipkart.com/honor-9n-sapphire-blue-128-gb/p/itmf9pgsehv6nmss?pid=MOBF6NARCJHKAJDG,Honor,19999,19999,0,228867,21497,MOBF6NARCJHKAJDG,4.3,4 GB
"Honor 9N (Midnight Black, 64 GB)",https://www.flipkart.com/honor-9n-midnight-black-64-gb/p/itmf9pgsehv6nmss?pid=MOBF6NARF4GYZXG9,Honor,15999,15999,0,228867,21497,MOBF6NARF4GYZXG9,4.3,4 GB
"Honor 9N (Midnight Black, 128 GB)",https://www.flipkart.com/honor-9n-midnight-black-128-gb/p/itmf9pgsehv6nmss?pid=MOBF6NARRFGSJDME,Honor,19999,19999,0,228867,21497,MOBF6NARRFGSJDME,4.3,4 GB
"Honor 9N (Sapphire Blue, 64 GB)",https://www.flipkart.com/honor-9n-sapphire-blue-64-gb/p/itmf9pgsehv6nmss?pid=MOBF6NARU2TTTXBG,Honor,15999,15999,0,228867,21497,MOBF6NARU2TTTXBG,4.3,4 GB
"Honor 7X (Gold, 32 GB)",https://www.flipkart.com/honor-7x-gold-32-gb/p/itmffrrffc8uytmy?pid=MOBF6NEHA6GRMZ6A,Honor,14000,14000,0,2541,240,MOBF6NEHA6GRMZ6A,4.3,4 GB
"Honor 7X (Red, 32 GB)",https://www.flipkart.com/honor-7x-red-32-gb/p/itmffrrffc8uytmy?pid=MOBF6NEHTP4WVBUJ,Honor,14500,14500,0,2541,240,MOBF6NEHTP4WVBUJ,4.3,4 GB
"Infocus Snap 4 (Platinum Gold, 64 GB)",https://www.flipkart.com/infocus-snap-4-platinum-gold-64-gb/p/itmffeeybw3bvvap?pid=MOBF6SVYVDG8GGAE,Infocus,9999,12999,23,3204,414,MOBF6SVYVDG8GGAE,3.9,4 GB
"Celkon Cliq 2 (Black&Grey, 32 GB)",https://www.flipkart.com/celkon-cliq-2-black-grey-32-gb/p/itmf6uzzkdb4hwmk?pid=MOBF6UBG3A3HKYMS,Celkon,6999,6999,0,65,9,MOBF6UBG3A3HKYMS,3.2,3 GB
"ViVO Y71i (Matte Black, 16 GB)",https://www.flipkart.com/vivo-y71i-matte-black-16-gb/p/itmf78ftkbgbzfn9?pid=MOBF78FTXGR36ZZA,ViVO,8900,8900,0,5559,486,MOBF78FTXGR36ZZA,4.3,2 GB
"ViVO Y71i (Gold, 16 GB)",https://www.flipkart.com/vivo-y71i-gold-16-gb/p/itmf78ftkbgbzfn9?pid=MOBF78FTZFNG7CHD,ViVO,8900,8900,0,5559,486,MOBF78FTZFNG7CHD,4.3,2 GB
"SAMSUNG Galaxy A6+ (Black, 64 GB)",https://www.flipkart.com/samsung-galaxy-a6-black-64-gb/p/itmf7f65r4jtsguf?pid=MOBF7F6523G2JHYZ,SAMSUNG,21990,21990,0,4213,441,MOBF7F6523G2JHYZ,4.4,4 GB
"SAMSUNG Galaxy A6 (Blue, 64 GB)",https://www.flipkart.com/samsung-galaxy-a6-blue-64-gb/p/itmfd9j8ehgtvm5m?pid=MOBF7F65CAFSVHWB,SAMSUNG,16990,16990,0,676,68,MOBF7F65CAFSVHWB,4.4,4 GB
"SAMSUNG Galaxy A6 (Gold, 64 GB)",https://www.flipkart.com/samsung-galaxy-a6-gold-64-gb/p/itmf7f65k4kysmdh?pid=MOBF7F65G8YHXQQZ,SAMSUNG,25500,25500,0,676,68,MOBF7F65G8YHXQQZ,4.4,4 GB
"SAMSUNG Galaxy A6+ (Blue, 64 GB)",https://www.flipkart.com/samsung-galaxy-a6-blue-64-gb/p/itmf7f65udsrfezn?pid=MOBF7F65HBUYF2TY,SAMSUNG,25600,25600,0,4213,441,MOBF7F65HBUYF2TY,4.4,4 GB
"SAMSUNG Galaxy A6+ (Gold, 64 GB)",https://www.flipkart.com/samsung-galaxy-a6-gold-64-gb/p/itmf7f65czbmn4gg?pid=MOBF7F65MUBJGCSH,SAMSUNG,21990,21990,0,4213,441,MOBF7F65MUBJGCSH,4.4,4 GB
"SAMSUNG Galaxy A6 (Black, 64 GB)",https://www.flipkart.com/samsung-galaxy-a6-black-64-gb/p/itmf7f659xfbmr2c?pid=MOBF7F65RHKJNYPH,SAMSUNG,16990,16990,0,676,68,MOBF7F65RHKJNYPH,4.4,4 GB
"OPPO A3s (Purple, 16 GB)",https://www.flipkart.com/oppo-a3s-purple-16-gb/p/itmfcmuvhzthsyzw?pid=MOBF7FNVH5QGESQ4,OPPO,9500,9500,0,29036,2418,MOBF7FNVH5QGESQ4,4.4,2 GB
"OPPO A3s (Red, 16 GB)",https://www.flipkart.com/oppo-a3s-red-16-gb/p/itmfcmuvhzthsyzw?pid=MOBF7FNVWXNGRSZK,OPPO,9500,9500,0,29036,2418,MOBF7FNVWXNGRSZK,4.4,2 GB
"ASUS Zenfone Max Pro M1 (Blue, 64 GB)",https://www.flipkart.com/asus-zenfone-max-pro-m1-blue-64-gb/p/itmf7gcrdmjh97cv?pid=MOBF7GCRGR2S78XN,ASUS,15599,15599,0,262956,37546,MOBF7GCRGR2S78XN,4.3,4 GB
"Nokia 3.1 (Blue/Copper, 16 GB)",https://www.flipkart.com/nokia-3-1-blue-copper-16-gb/p/itmf943er7fc65bn?pid=MOBF7HRFWEZHRBPW,Nokia,9999,9999,0,102,15,MOBF7HRFWEZHRBPW,4,2 GB
"SAMSUNG Galaxy Note 9 (Ocean Blue, 128 GB)",https://www.flipkart.com/samsung-galaxy-note-9-ocean-blue-128-gb/p/itmf7x9z6fas7ghw?pid=MOBF7HXT4JNEEPV3,SAMSUNG,73645,73645,0,2118,273,MOBF7HXT4JNEEPV3,4.6,6 GB
"SAMSUNG Galaxy Note 9 (Metallic Copper, 128 GB)",https://www.flipkart.com/samsung-galaxy-note-9-metallic-copper-128-gb/p/itmf7x9zfghwaefw?pid=MOBF7HXTC2J7YZ2E,SAMSUNG,71595,71595,0,2118,273,MOBF7HXTC2J7YZ2E,4.6,6 GB
"SAMSUNG Galaxy Note 9 (Ocean Blue, 512 GB)",https://www.flipkart.com/samsung-galaxy-note-9-ocean-blue-512-gb/p/itmf7x9zkfc7vman?pid=MOBF7HXTNGF3MJFD,SAMSUNG,93000,93000,0,233,25,MOBF7HXTNGF3MJFD,4.6,8 GB
"SAMSUNG Galaxy Note 9 (Midnight Black, 512 GB)",https://www.flipkart.com/samsung-galaxy-note-9-midnight-black-512-gb/p/itmf7x9zfvjfeyzy?pid=MOBF7HXTUS5GWYKC,SAMSUNG,88030,88030,0,233,25,MOBF7HXTUS5GWYKC,4.6,8 GB
"Nokia 3.1 (Black, 16 GB)",https://www.flipkart.com/nokia-3-1-black-16-gb/p/itmf943er7fc65bn?pid=MOBF7JPNJ4HSBSCU,Nokia,9999,9999,0,102,15,MOBF7JPNJ4HSBSCU,4,2 GB
"OPPO A3s (Red, 32 GB)",https://www.flipkart.com/oppo-a3s-red-32-gb/p/itmf7fnvj5bgww6r?pid=MOBF7MV6NYPTKNNN,OPPO,12000,12000,0,26458,2030,MOBF7MV6NYPTKNNN,4.3,3 GB
"OPPO A3s (Purple, 32 GB)",https://www.flipkart.com/oppo-a3s-purple-32-gb/p/itmf7fnvj5bgww6r?pid=MOBF7MV6VEXM7CJF,OPPO,12990,12990,0,26456,2030,MOBF7MV6VEXM7CJF,4.3,3 GB
"ViVO Y81 (Gold, 32 GB)",https://www.flipkart.com/vivo-y81-gold-32-gb/p/itmfeufpzf7g5pu5?pid=MOBF7TZNPA4VPU4E,ViVO,11500,11500,0,50520,3481,MOBF7TZNPA4VPU4E,4.4,3 GB
"ViVO Y81 (Black, 32 GB)",https://www.flipkart.com/vivo-y81-black-32-gb/p/itmfeufpzf7g5pu5?pid=MOBF7TZNZEUNZCVF,ViVO,11500,11500,0,50520,3481,MOBF7TZNZEUNZCVF,4.4,3 GB
"Redmi Y2 (Gold, 32 GB)",https://www.flipkart.com/redmi-y2-gold-32-gb/p/itm4ce00106320c3?pid=MOBF7WPMVZHB5WKY,Redmi,10400,10400,0,120002,8112,MOBF7WPMVZHB5WKY,4.5,3 GB
"OPPO Find X (Bordeaux Red, 256 GB)",https://www.flipkart.com/oppo-find-x-bordeaux-red-256-gb/p/itmf7yjbm75hdpm4?pid=MOBF7YJBYWVJKSPD,OPPO,60990,60990,0,445,81,MOBF7YJBYWVJKSPD,4.6,8 GB
"Nokia 2.1 (Blue&Copper, 8 GB)",https://www.flipkart.com/nokia-2-1-blue-copper-8-gb/p/itmfgzj7g8mbjjuh?pid=MOBF82GV6YFW9Z5R,Nokia,6500,6500,0,5046,514,MOBF82GV6YFW9Z5R,4,1 GB
"ViVO Y83 Pro (Gold, 64 GB)",https://www.flipkart.com/vivo-y83-pro-gold-64-gb/p/itmfcxfhmzyhgesk?pid=MOBF84QP3TXFUXNF,ViVO,14500,14500,0,6070,442,MOBF84QP3TXFUXNF,4.4,4 GB
"ViVO Y83 Pro (Black, 64 GB)",https://www.flipkart.com/vivo-y83-pro-black-64-gb/p/itmfcxfhmzyhgesk?pid=MOBF84QPT4HF9CZA,ViVO,14500,14500,0,6070,442,MOBF84QPT4HF9CZA,4.4,4 GB
"Infinix Note 5 (Berlin Gray, 64 GB)",https://www.flipkart.com/infinix-note-5-berlin-gray-64-gb/p/itmf84r8hrdzuzvf?pid=MOBF84R89ECB9GZG,Infinix,12999,12999,0,8626,1135,MOBF84R89ECB9GZG,4.2,4 GB
"realme 2 (Diamond Black, 32 GB)",https://www.flipkart.com/realme-2-diamond-black-32-gb/p/itmf8maypywnh63w?pid=MOBF85SCHG5ZFYF8,realme,9990,9990,0,470844,49960,MOBF85SCHG5ZFYF8,4.5,3 GB
"POCO F1 (Graphite Black, 64 GB)",https://www.flipkart.com/poco-f1-graphite-black-64-gb/p/itmf8fyjyssnt25c?pid=MOBF85V7A6PXETAX,POCO,16999,16999,0,243512,30153,MOBF85V7A6PXETAX,4.5,6 GB
"POCO F1 (Steel Blue, 128 GB)",https://www.flipkart.com/poco-f1-steel-blue-128-gb/p/itmf8hu3fb9bjqz4?pid=MOBF85V7KKANFFZX,POCO,24999,24999,0,243516,30152,MOBF85V7KKANFFZX,4.5,6 GB
"POCO F1 (Graphite Black, 128 GB)",https://www.flipkart.com/poco-f1-graphite-black-128-gb/p/itmf8ht2asd5zvm9?pid=MOBF85V7WEHZ2SFE,POCO,17999,22999,21,243516,30152,MOBF85V7WEHZ2SFE,4.5,6 GB
"POCO F1 (Graphite Black, 256 GB)",https://www.flipkart.com/poco-f1-graphite-black-256-gb/p/itmf8qpcrwtftp8q?pid=MOBF85V7XH4YJVAP,POCO,24999,29999,16,27824,3278,MOBF85V7XH4YJVAP,4.5,8 GB
"POCO F1 (Steel Blue, 64 GB)",https://www.flipkart.com/poco-f1-steel-blue-64-gb/p/itmf8fyhgyg3aggg?pid=MOBF85V7ZJGSTXGN,POCO,15999,18999,15,243516,30152,MOBF85V7ZJGSTXGN,4.5,6 GB
"Nokia 5.1 (Black&Blue, 32 GB)",https://www.flipkart.com/nokia-5-1-black-blue-32-gb/p/itmf8a956hpwdgfg?pid=MOBF8A4QG65SXKCH,Nokia,16300,16300,0,355,22,MOBF8A4QG65SXKCH,4,3 GB
"Nokia 3.1 (Black, 32 GB)",https://www.flipkart.com/nokia-3-1-black-32-gb/p/itm2ba8327e6abd0?pid=MOBF8A8SNKNBVCEJ,Nokia,11500,11500,0,666,65,MOBF8A8SNKNBVCEJ,4,3 GB
"SAMSUNG Galaxy J2 Core (Gold, 8 GB)",https://www.flipkart.com/samsung-galaxy-j2-core-gold-8-gb/p/itmf8bfpjfu9deas?pid=MOBF8BFPKTJ7EY7K,SAMSUNG,6190,6190,0,10714,874,MOBF8BFPKTJ7EY7K,4.2,1 GB
"SAMSUNG Galaxy J2 Core (Blue, 8 GB)",https://www.flipkart.com/samsung-galaxy-j2-core-blue-8-gb/p/itmf8bfpsuugtk7g?pid=MOBF8BFPQ3BZJJR7,SAMSUNG,6190,6190,0,10714,874,MOBF8BFPQ3BZJJR7,4.2,1 GB
"SAMSUNG Galaxy J2 Core (Black, 8 GB)",https://www.flipkart.com/samsung-galaxy-j2-core-black-8-gb/p/itmf8bfpx7ztuybf?pid=MOBF8BFPQHHN4VV7,SAMSUNG,6200,6200,0,10714,874,MOBF8BFPQHHN4VV7,4.2,1 GB
"Honor 9N (Robin Egg Blue, 32 GB)",https://www.flipkart.com/honor-9n-robin-egg-blue-32-gb/p/itmf9pgsehv6nmss?pid=MOBF8D8U3DW8WYB6,Honor,12500,12500,0,231510,22073,MOBF8D8U3DW8WYB6,4.4,3 GB
"Honor 9N (Purple, 32 GB)",https://www.flipkart.com/honor-9n-purple-32-gb/p/itmf8d8u4xezkjgr?pid=MOBF8D8UH7ZGT9NH,Honor,12500,12500,0,231510,22073,MOBF8D8UH7ZGT9NH,4.4,3 GB
"SAMSUNG Galaxy A8 Plus (Gold, 64 GB)",https://www.flipkart.com/samsung-galaxy-a8-plus-gold-64-gb/p/itmf8dmzxzsqr2bk?pid=MOBF8DJJUCJYZQVP,SAMSUNG,29990,29990,0,276,28,MOBF8DJJUCJYZQVP,4.2,6 GB
"OPPO A5 (Diamond Red, 32 GB)",https://www.flipkart.com/oppo-a5-diamond-red-32-gb/p/itmf8dm8gktg5efp?pid=MOBF8DM8FRNGDNBY,OPPO,13500,13500,0,14029,1100,MOBF8DM8FRNGDNBY,4.4,4 GB
"OPPO A5 (Diamond Blue, 32 GB)",https://www.flipkart.com/oppo-a5-diamond-blue-32-gb/p/itmf8dm8gktg5efp?pid=MOBF8DM8TGBHFGNN,OPPO,15000,15000,0,14033,1100,MOBF8DM8TGBHFGNN,4.4,4 GB
"ViVO V11 Pro (Starry Night Black, 64 GB)",https://www.flipkart.com/vivo-v11-pro-starry-night-black-64-gb/p/itmfeufpyt2fqfey?pid=MOBF8DN39BNRRXEZ,ViVO,28990,28990,0,29128,3084,MOBF8DN39BNRRXEZ,4.5,6 GB
"ViVO V11 Pro (Dazzling Gold, 64 GB)",https://www.flipkart.com/vivo-v11-pro-dazzling-gold-64-gb/p/itmfeufpyt2fqfey?pid=MOBF8DN3ZFRZHGGG,ViVO,22654,22654,0,29128,3084,MOBF8DN3ZFRZHGGG,4.5,6 GB
"OPPO F9 Pro (Starry Purple, 64 GB)",https://www.flipkart.com/oppo-f9-pro-starry-purple-64-gb/p/itmf8fczgnrn5xhy?pid=MOBF8FCZHK2HWJVT,OPPO,21150,21150,0,29512,3029,MOBF8FCZHK2HWJVT,4.5,6 GB
"OPPO F9 Pro (Sunrise Red, 64 GB)",https://www.flipkart.com/oppo-f9-pro-sunrise-red-64-gb/p/itmf8fczgnrn5xhy?pid=MOBF8FCZRFETEEHQ,OPPO,19990,25000,20,29512,3029,MOBF8FCZRFETEEHQ,4.5,6 GB
"OPPO F9 Pro (Twilight Blue, 64 GB)",https://www.flipkart.com/oppo-f9-pro-twilight-blue-64-gb/p/itmf8fczgnrn5xhy?pid=MOBF8FCZY7DQGZX6,OPPO,21150,21150,0,29512,3029,MOBF8FCZY7DQGZX6,4.5,6 GB
"Nokia 3.1 (White, 32 GB)",https://www.flipkart.com/nokia-3-1-white-32-gb/p/itmf922wvj647f4g?pid=MOBF8GWWVMFWEHXJ,Nokia,11500,11500,0,666,65,MOBF8GWWVMFWEHXJ,4,3 GB
"Nokia 3.1 (Blue/Copper, 32 GB)",https://www.flipkart.com/nokia-3-1-blue-copper-32-gb/p/itmf922wvj647f4g?pid=MOBF8GXUMXYHZZGW,Nokia,11500,11500,0,666,65,MOBF8GXUMXYHZZGW,4,3 GB
"Honor 7X (Gold, 64 GB)",https://www.flipkart.com/honor-7x-gold-64-gb/p/itmffrrffc8uytmy?pid=MOBF8H6RYUMMUUEG,Honor,15500,15500,0,2541,240,MOBF8H6RYUMMUUEG,4.3,4 GB
"Redmi Y2 (Rose Gold, 32 GB)",https://www.flipkart.com/redmi-y2-rose-gold-32-gb/p/itm4ce00106320c3?pid=MOBF8UKG97G3MHBZ,Redmi,9588,9588,0,120002,8112,MOBF8UKG97G3MHBZ,4.5,3 GB
"OPPO F9 (Mist Black, 64 GB)",https://www.flipkart.com/oppo-f9-mist-black-64-gb/p/itmf8whxzsyhhetm?pid=MOBF8WHXFRB2KPZH,OPPO,17890,21990,18,40796,4455,MOBF8WHXFRB2KPZH,4.5,4 GB
"OPPO F9 (Stellar Purple, 64 GB)",https://www.flipkart.com/oppo-f9-stellar-purple-64-gb/p/itmf8whxzsyhhetm?pid=MOBF8WHXTX8VXSHH,OPPO,21362,21362,0,40796,4455,MOBF8WHXTX8VXSHH,4.5,4 GB
"Panasonic Eluga Ray 600 (Black, 32 GB)",https://www.flipkart.com/panasonic-eluga-ray-600-black-32-gb/p/itmf8whxsnhbt6y3?pid=MOBF8WHXZVKFQZRQ,Panasonic,12999,12999,0,8610,994,MOBF8WHXZVKFQZRQ,4.2,3 GB
"SAMSUNG Galaxy A8 Star (Black, 64 GB)",https://www.flipkart.com/samsung-galaxy-a8-star-black-64-gb/p/itmfaa8wdges3v7y?pid=MOBF8WMQ2UY95V2V,SAMSUNG,25990,25990,0,793,106,MOBF8WMQ2UY95V2V,4.3,6 GB
"Panasonic P101 (Blue, 16 GB)",https://www.flipkart.com/panasonic-p101-blue-16-gb/p/itmf8xnpz88xagxt?pid=MOBF8XNPRGU3RHHZ,Panasonic,5289,5499,3,9143,996,MOBF8XNPRGU3RHHZ,4,2 GB
"Panasonic P101 (Black, 16 GB)",https://www.flipkart.com/panasonic-p101-black-16-gb/p/itmf8xnphkcknfr2?pid=MOBF8XNPXTPJFZBM,Panasonic,6090,6090,0,9143,996,MOBF8XNPXTPJFZBM,4,2 GB
"Panasonic P101 (Gold, 16 GB)",https://www.flipkart.com/panasonic-p101-gold-16-gb/p/itmf8xnpxnssa8jh?pid=MOBF8XNPXZH9BDVG,Panasonic,5499,5499,0,9143,996,MOBF8XNPXZH9BDVG,4,2 GB
"Nokia 2.1 (Grey / Silver, 8 GB)",https://www.flipkart.com/nokia-2-1-grey-silver-8-gb/p/itmf8yh8fxhrtzha?pid=MOBF8YH8TQRFAFBH,Nokia,7739,7739,0,5046,514,MOBF8YH8TQRFAFBH,4,1 GB
"APPLE iPhone XS Max (Silver, 64 GB)",https://www.flipkart.com/apple-iphone-xs-max-silver-64-gb/p/itmf944ehzsh7emx?pid=MOBF944E2XAHW8V5,Apple,89900,89900,0,1454,149,MOBF944E2XAHW8V5,4.6,4 GB
"SAMSUNG Galaxy J6 Plus (Black, 64 GB)",https://www.flipkart.com/samsung-galaxy-j6-plus-black-64-gb/p/itmf94bxgyhuzx4y?pid=MOBF94BX8HBYHDFC,SAMSUNG,14000,14000,0,4931,407,MOBF94BX8HBYHDFC,4.3,4 GB
"SAMSUNG Galaxy J6 Plus (Red, 64 GB)",https://www.flipkart.com/samsung-galaxy-j6-plus-red-64-gb/p/itmf94bxfhs4sjzm?pid=MOBF94BXFS3WSHMG,SAMSUNG,13600,13600,0,4931,407,MOBF94BXFS3WSHMG,4.3,4 GB
"SAMSUNG Galaxy J6 Plus (Blue, 64 GB)",https://www.flipkart.com/samsung-galaxy-j6-plus-blue-64-gb/p/itmf94bxgkh5kzmq?pid=MOBF94BXS83YGWBX,SAMSUNG,13600,13600,0,4931,407,MOBF94BXS83YGWBX,4.3,4 GB
"SAMSUNG Galaxy J4 Plus (Gold, 32 GB)",https://www.flipkart.com/samsung-galaxy-j4-plus-gold-32-gb/p/itmf94c46zeb5st5?pid=MOBF94C4VASZ42HU,SAMSUNG,9499,9499,0,4483,377,MOBF94C4VASZ42HU,4.3,2 GB
"Mi A2 (Black, 64 GB)",https://www.flipkart.com/mi-a2-black-64-gb/p/itmfghsgahzh9byg?pid=MOBF95FKVHJGXWEW,Mi,13999,13999,0,34333,2910,MOBF95FKVHJGXWEW,4.2,4 GB
"ViVO Y83 Pro (Nebula Purple, 64 GB)",https://www.flipkart.com/vivo-y83-pro-nebula-purple-64-gb/p/itmfcxfhmzyhgesk?pid=MOBF96HJQFRP422J,ViVO,14500,14500,0,6070,442,MOBF96HJQFRP422J,4.4,4 GB
"Nokia 2.1 (Blue & Silver, 8 GB)",https://www.flipkart.com/nokia-2-1-blue-silver-8-gb/p/itmf82gs23e6x9hr?pid=MOBF97P3UGEZ5QAF,Nokia,7712,7712,0,5046,514,MOBF97P3UGEZ5QAF,4,1 GB
"POCO F1 (Rosso Red, 64 GB)",https://www.flipkart.com/poco-f1-rosso-red-64-gb/p/itmf9c3nheykcepp?pid=MOBF9A67HZBXF8FH,POCO,15999,19990,19,243516,30152,MOBF9A67HZBXF8FH,4.5,6 GB
"SAMSUNG Galaxy A7 (Blue, 64 GB)",https://www.flipkart.com/samsung-galaxy-a7-blue-64-gb/p/itmf9bt8kyf53msn?pid=MOBF9BT8MHEZDRHZ,SAMSUNG,17990,25379,29,12890,1303,MOBF9BT8MHEZDRHZ,4.4,4 GB
